107,Brescia,yes,5,5,3,cloth,no,yes,no,na,0,europe,21
108,Verona,yes,5,5,3,grain,no,no,no,1,0,europe,21
109,Mantua,yes,8,8,3,livestock,no,yes,no,1,0,europe,29
110,Trent,yes,4,3,1,iron,no,no,no,na,0,europe,12
111,Friuli,yes,5,5,2,wine,no,no,no,na,0,europe,15
112,Venezia,yes,10,12,5,glass,no,no,no,3,2,europe,96
113,Ferrara,yes,6,6,2,salt,no,yes,yes,na,0,europe,34
114,Romagna,yes,4,5,2,salt,no,no,no,na,0,europe,15
115,Pisa,yes,6,6,3,wine,no,no,no,1,0,europe,23
116,Firenze,yes,10,12,6,wine,no,yes,no,2,1,europe,69
117,Siena,yes,8,8,4,glass,no,no,no,na,0,europe,24
118,Roma,yes,9,9,7,paper,no,yes,no,1,1,europe,63
119,Ancona,yes,5,5,4,paper,no,no,no,na,0,europe,19
120,Abbruzzi,yes,5,5,3,wine,no,no,no,na,0,europe,16
121,Napoli,yes,8,8,6,grain,no,yes,no,2,1,europe,63
122,Apulia,yes,3,3,2,wine,no,no,no,na,0,europe,11
123,Calabria,yes,2,2,2,fish,no,no,no,na,0,europe,8
124,Messina,yes,6,6,5,fish,no,yes,no,na,0,europe,22
125,Palermo,yes,5,5,3,wine,no,no,no,1,0,europe,21
126,Malta,yes,3,3,2,fish,no,no,no,na,1,europe,35
127,Sassari,yes,3,3,2,fish,no,no,no,na,0,europe,10
128,Karnten,yes,4,3,3,iron,no,yes,no,na,0,europe,17
129,Krain,yes,4,4,2,livestock,no,no,no,na,0,europe,12
130,Istria,yes,2,3,3,salt,no,no,no,1,0,europe,17
131,Zagorje,yes,3,3,1,cloth,no,yes,no,na,0,europe,15
132,Steiermark,yes,4,4,3,grain,no,no,no,na,0,europe,14
133,Linz,yes,4,4,3,grain,no,no,no,na,0,europe,14
134,Wien,yes,6,6,6,wine,no,yes,no,2,1,europe,59
135,Sopron,yes,3,3,2,grain,no,no,no,na,0,europe,11
136,Dalmatia,yes,4,3,2,wool,no,yes,no,na,0,europe,14
137,Ragusa,yes,5,6,3,salt,no,no,no,2,0,europe,28
138,Zeta,yes,2,2,1,livestock,no,no,no,na,0,europe,7
139,Hum,yes,3,3,2,wool,no,no,no,na,0,europe,10
140,Bosnia,yes,3,3,1,salt,no,no,no,na,0,europe,11
141,Serbia,yes,3,3,2,grain,no,yes,no,na,0,europe,14
142,Corfu,yes,2,1,3,fish,no,yes,no,na,0,europe,11
143,Vlore,yes,2,1,1,wool,no,no,no,na,0,europe,6
144,Janina,yes,2,1,1,wool,no,no,no,na,0,europe,6
145,Morea,yes,3,1,1,wine,no,yes,no,na,0,europe,11
146,Athens,yes,4,4,3,grain,no,no,no,1,1,europe,44
147,Salonica,yes,5,4,2,wool,no,no,no,na,0,europe,13
148,Thessaloniki,yes,4,4,2,cloth,no,yes,no,2,0,europe,28
149,Edirne,yes,6,6,3,cloth,no,no,no,na,0,europe,20
150,Tarnovo,yes,2,4,2,grain,no,no,no,na,0,europe,11
151,Constantinople,yes,8,12,4,glass,no,yes,no,2,2,europe,91
152,Belovar,yes,3,2,1,cloth,no,no,no,na,0,europe,11
153,Pest,yes,5,4,2,grain,no,no,no,2,1,europe,49
154,Hont,yes,3,3,2,gold,no,yes,no,na,1,europe,46
155,Bekes,yes,2,2,2,wine,no,no,no,na,0,europe,9
156,Temes,yes,3,3,2,wool,no,yes,no,na,0,europe,13
157,Bihar,yes,2,2,1,naval_supplies,no,no,no,na,0,europe,7
158,Maros,yes,3,3,2,wool,no,no,no,na,0,europe,10
159,Silistria,yes,2,2,2,fish,no,no,no,na,0,europe,8
160,Oltenia,yes,3,3,2,copper,no,no,no,na,0,europe,12
161,Tirgoviste,yes,5,5,3,livestock,no,no,no,1,0,europe,20
162,Zemplen,yes,3,2,2,grain,no,yes,no,na,0,europe,13
163,Crete,yes,5,3,3,fish,no,no,no,na,0,europe,13
164,Naxos,yes,2,2,2,wine,no,no,no,na,0,europe,9
165,Bern,yes,5,5,3,iron,no,yes,no,1,0,europe,25
166,Schwyz,yes,4,4,2,iron,no,no,no,na,0,europe,14
167,Caux,yes,4,4,4,glass,no,no,yes,na,0,europe,29
168,Normandie,yes,4,4,4,cloth,no,yes,no,na,0,europe,20
169,Armor,yes,4,4,4,cloth,no,no,no,na,0,europe,17
170,Finistere,yes,3,3,4,naval_supplies,no,yes,no,1,0,europe,20
171,Vannetais,yes,3,3,3,fish,no,no,no,na,0,europe,11
172,Vendee,yes,4,4,4,salt,no,no,yes,na,0,europe,29
173,Labourd,yes,3,3,4,wine,no,yes,no,na,0,europe,16
174,Gascogne,yes,8,8,5,wine,no,no,yes,1,0,europe,42
175,Armagnac,yes,5,5,5,wool,no,no,no,na,0,europe,17
176,Bearn,yes,4,4,4,wool,no,no,no,na,0,europe,14
177,Maine,yes,6,6,4,cloth,no,no,no,na,0,europe,21
178,Anjou,yes,5,5,5,cloth,no,yes,no,na,0,europe,23
179,Berry,yes,4,4,4,wine,no,no,no,na,0,europe,15
180,Poitou,yes,4,4,4,livestock,no,yes,no,na,0,europe,17
181,Rethel,yes,6,6,2,cloth,no,yes,no,na,0,europe,22
182,Vermandois,yes,5,5,4,livestock,no,yes,no,na,0,europe,19
183,Ile-de-France,yes,8,8,7,paper,no,no,no,2,2,europe,88
184,Orleanais,yes,6,6,5,grain,no,no,no,1,0,europe,25
185,Othe,yes,5,8,5,paper,no,no,no,na,0,europe,23
186,Champagne,yes,6,6,4,wine,no,no,no,2,0,europe,29
187,Barrois,yes,3,4,3,cloth,no,no,no,na,0,europe,15
188,Metz,yes,6,6,5,glass,yes,no,no,1,0,europe,36
189,Lothringen,yes,5,5,5,iron,no,no,no,na,0,europe,19
190,Bourbon,yes,4,4,4,iron,no,no,no,na,0,europe,16
191,Nevers,yes,5,5,3,livestock,no,no,no,na,0,europe,15
192,Bourgogne,yes,7,7,6,wine,no,yes,no,2,0,europe,36
193,Franche-Comte,yes,3,4,3,salt,no,yes,no,na,0,europe,17
194,Bergerac,yes,3,4,3,wine,no,no,no,na,0,europe,13
195,Limousin,yes,3,5,2,livestock,no,no,no,na,0,europe,12
196,Toulouse,yes,5,5,5,wine,no,no,no,na,0,europe,18
197,Roussillon,yes,3,3,2,wine,no,yes,no,na,0,europe,14
198,Rouergue,yes,3,3,2,livestock,no,no,no,na,0,europe,10
199,Auvergne,yes,4,4,2,iron,yes,no,no,na,0,europe,24
200,Languedoc,yes,6,5,5,cloth,no,no,no,na,0,europe,21
201,Provence,yes,7,7,6,wine,no,yes,yes,1,0,europe,44
202,Avignon,yes,4,3,4,cloth,no,yes,no,na,1,europe,44
203,Lyonnais,yes,6,6,6,paper,no,yes,no,2,0,europe,36
204,Dauphine,yes,4,3,3,wool,no,yes,no,na,0,europe,15
205,Savoie,yes,6,6,3,cloth,no,yes,no,na,0,europe,23
206,Galicia,yes,3,2,2,fish,no,no,no,na,0,europe,9
207,Asturias,yes,4,4,3,livestock,yes,no,no,na,0,europe,23
208,Leon,yes,4,4,2,livestock,yes,no,no,1,0,europe,27
209,Vizcaya,yes,2,2,2,iron,no,no,no,na,0,europe,10
210,Navarra,yes,3,2,2,iron,no,yes,no,na,0,europe,14
211,Pirineo,yes,3,2,2,wool,no,yes,no,na,0,europe,12
212,Girona,yes,3,3,3,fish,no,no,no,na,0,europe,11
213,Barcelona,yes,6,5,3,glass,no,no,no,1,0,europe,23
214,Aragon,yes,5,5,3,cloth,no,no,no,1,1,europe,48
215,Castilla La Vieja,yes,3,3,2,cloth,no,no,no,na,0,europe,13
216,Salamanca,yes,4,4,4,livestock,no,no,no,na,0,europe,14
217,Madrid,yes,5,5,5,cloth,no,no,no,na,1,europe,45
218,Badajoz,yes,3,3,2,grain,no,no,no,na,0,europe,11
219,Toledo,yes,5,5,4,iron,no,yes,no,1,0,europe,26
220,Valencia,yes,6,5,4,cloth,no,yes,no,2,0,europe,33
221,Murcia,yes,4,3,3,grain,no,no,no,na,0,europe,13
222,Almeria,yes,2,2,2,grain,no,no,no,na,0,europe,9
223,Granada,yes,6,4,4,silk,no,no,no,na,1,europe,44
224,Andalucia,yes,6,6,4,wine,no,no,yes,2,0,europe,42
225,Cordoba,yes,4,4,2,grain,no,no,no,na,0,europe,13
226,Gibraltar,yes,1,1,1,fish,no,no,no,na,0,europe,5
227,Lisboa,yes,6,7,3,fish,no,yes,yes,2,2,europe,94
228,Beira,yes,4,4,3,wine,no,yes,no,na,0,europe,17
229,Beja,yes,3,3,3,livestock,no,no,no,na,0,europe,11
230,Algarve,yes,3,3,2,salt,no,no,no,na,0,europe,12
231,Porto,yes,7,7,5,wine,no,no,yes,1,0,europe,40
232,Braganca,yes,5,5,2,wine,no,no,no,na,0,europe,15
233,Cornwall,yes,1,1,1,copper,no,no,no,na,0,europe,7
234,Hampshire,yes,3,3,3,fish,no,no,no,na,1,europe,36
235,Kent,yes,5,5,2,cloth,no,no,no,na,0,europe,17
236,London,yes,7,7,6,cloth,no,yes,yes,2,1,europe,76
237,Oxfordshire,yes,4,4,2,livestock,no,no,no,na,0,europe,12
238,Essex,yes,6,6,2,cloth,no,no,no,na,0,europe,19
239,Gloucestershire,yes,2,2,2,naval_supplies,no,no,no,1,0,europe,13
240,Shrewsbury,yes,3,3,2,wool,no,no,no,na,0,europe,10
241,Glamorgan,yes,2,2,1,iron,yes,no,no,na,0,europe,19
242,Gwynedd,yes,2,2,1,livestock,no,no,no,na,0,europe,7
243,Lincoln,yes,3,3,2,cloth,no,no,no,1,0,europe,18
244,Lancashire,yes,3,3,2,wool,no,no,no,na,0,europe,10
245,Yorkshire,yes,3,3,2,cloth,no,no,no,1,0,europe,18
246,Northumberland,yes,3,3,2,wool,yes,yes,no,na,0,europe,23
247,Cumbria,yes,2,2,1,wool,no,no,no,na,0,europe,7
248,Lothian,yes,6,6,4,cloth,no,no,no,2,1,europe,56
249,Ayrshire,yes,4,4,2,wool,yes,no,no,1,0,europe,27
250,Perth,yes,3,3,4,livestock,no,no,no,na,0,europe,12
251,Aberdeen,yes,3,3,3,fish,no,no,no,na,0,europe,11
252,Inverness,yes,2,2,3,wool,no,no,no,na,0,europe,9
253,Western Isles,yes,1,1,1,grain,no,no,no,na,0,europe,6
254,Poznan,yes,6,6,5,paper,no,yes,no,na,0,europe,25
255,Kalisz,yes,3,3,1,cloth,no,no,no,na,0,europe,12
256,Plock,yes,2,2,2,grain,no,yes,no,na,0,europe,12
257,Warszawa,yes,5,5,2,paper,no,no,no,1,0,europe,22
258,Lodz,yes,3,3,1,grain,no,no,no,na,0,europe,10
259,Sandomierz,yes,4,4,1,cloth,no,no,no,na,0,europe,14
260,Lublin,yes,5,5,3,cloth,yes,no,no,2,0,europe,38
261,Halicz,yes,3,3,2,grain,no,no,no,na,0,europe,11
262,Krakow,yes,7,7,6,salt,yes,yes,no,2,1,europe,72
263,Ratibor,yes,4,5,2,iron,yes,no,no,na,0,europe,25
264,Breslau,yes,5,8,3,paper,no,no,no,1,0,europe,26
265,Brno,yes,3,3,2,wine,no,no,no,na,0,europe,11
266,Prague,yes,8,8,6,paper,no,yes,no,2,1,europe,65
267,Plsen,yes,5,5,1,naval_supplies,no,no,no,na,0,europe,13
268,Moldavia,yes,5,4,2,livestock,no,no,no,na,0,europe,13
269,Podlasia,yes,5,5,3,livestock,no,yes,no,na,0,europe,18
270,Troki,yes,3,3,2,livestock,no,yes,no,na,1,europe,38
271,Samogitia,yes,2,2,2,livestock,no,no,no,na,0,europe,8
272,Lithuania,yes,5,5,3,grain,no,yes,no,1,0,europe,24
273,Latgalia,yes,2,2,1,livestock,no,yes,no,na,0,europe,10
274,Pskov,yes,5,5,4,livestock,no,yes,no,1,0,europe,24
275,Polotsk,yes,4,4,1,iron,no,yes,no,na,0,europe,16
276,Minsk,yes,3,3,1,naval_supplies,no,yes,no,na,0,europe,12
277,Brest,yes,2,2,2,wool,no,no,no,na,0,europe,8
278,Pinsk,yes,3,2,1,wool,no,no,no,na,0,europe,8
279,Volhynia,yes,4,4,2,livestock,no,no,no,na,0,europe,12
280,Kiev,yes,4,4,2,grain,no,yes,no,2,1,europe,51
281,Kamienec,yes,2,2,2,livestock,no,yes,no,na,0,europe,11
282,Yedisan,yes,2,2,1,livestock,no,no,yes,na,0,europe,20
283,Zaporozhia,yes,1,1,2,livestock,no,no,no,na,0,europe,6
284,Crimea,yes,6,6,6,salt,no,yes,no,na,0,europe,25
285,Kaffa,yes,4,4,2,wine,no,no,no,2,0,europe,23
286,Azow,yes,3,3,3,slaves,no,yes,yes,na,0,europe,27
287,Kouban,yes,3,3,3,livestock,no,no,no,na,0,europe,11
288,Cherkassk,yes,3,3,2,livestock,no,no,no,na,0,europe,10
289,Chernigov,yes,2,2,1,iron,no,no,no,na,0,europe,9
290,Poltava,yes,2,2,1,grain,no,no,no,na,0,europe,8
291,Kharkov,yes,2,2,1,iron,yes,no,no,na,0,europe,19
292,Mogilyov,yes,2,2,1,wool,no,no,no,na,0,europe,7
293,Smolensk,yes,4,5,1,grain,no,yes,no,2,0,europe,26
294,Tver,yes,4,6,3,grain,no,no,no,na,0,europe,16
295,Moskva,yes,6,6,5,iron,no,yes,no,2,2,europe,84
296,Kaluga,yes,3,3,2,grain,no,no,no,na,0,europe,11
297,Bryansk,yes,2,2,1,grain,no,no,no,na,0,europe,8
298,Kursk,yes,2,1,1,grain,no,no,no,na,0,europe,7
299,Voronezh,yes,3,3,2,livestock,no,no,no,na,0,europe,10
300,Tula,yes,3,3,2,iron,no,no,no,na,0,europe,12
301,Ryazan,yes,5,5,3,wool,no,yes,no,na,0,europe,18
302,Tambow,yes,3,3,3,iron,no,no,no,na,0,europe,13
303,Saratow,yes,4,4,4,livestock,no,no,no,na,0,europe,14
304,Pensa,yes,3,3,2,livestock,no,no,no,na,0,europe,10
305,Perm,yes,4,4,3,copper,no,no,no,na,0,europe,15
306,Nijni-Novgorod,yes,5,5,3,copper,no,yes,no,2,0,europe,30
307,Vladimir,yes,4,4,3,iron,no,no,no,na,0,europe,15
308,Yaroslavl,yes,4,4,3,livestock,no,yes,no,1,0,europe,21
309,Olonets,yes,3,3,2,fur,no,no,no,na,0,europe,11
310,Novgorod,yes,7,7,6,fur,no,yes,no,2,0,europe,36
311,Kholm,yes,2,2,2,naval_supplies,no,no,no,na,0,europe,8
312,Beloozero,yes,2,3,2,naval_supplies,no,no,no,na,0,europe,9
313,Soroka,yes,1,2,1,fur,no,no,no,na,0,europe,7
314,Vologda,yes,3,3,2,iron,no,no,no,na,0,europe,12
315,Finnmark,yes,1,1,1,fish,no,no,no,na,0,europe,5
316,Kocaeli,yes,3,7,3,grain,no,yes,no,na,0,europe,19
317,Hudavendigar,yes,5,5,2,silk,no,no,no,2,0,europe,27
318,Sugla,yes,4,2,2,cotton,no,yes,no,2,0,europe,26
319,Mentese,yes,3,1,3,salt,no,yes,no,na,1,europe,39
320,Rhodes,yes,4,4,3,fish,no,yes,no,na,0,europe,16
321,Cyprus,yes,6,6,3,wine,no,yes,no,na,0,europe,21
322,Kutahya,yes,3,3,2,cloth,no,no,no,na,0,europe,13
323,Konya,yes,3,1,3,salt,no,no,no,na,0,europe,11
324,Karaman,yes,5,5,4,livestock,no,no,no,na,0,europe,16
325,Kastamonu,yes,3,5,2,copper,no,no,no,na,0,europe,14
326,Ankara,yes,3,3,3,cloth,no,yes,no,na,0,europe,17
327,Adana,yes,3,3,4,cotton,no,no,no,1,0,europe,20
328,Sinop,yes,3,3,2,naval_supplies,no,yes,no,2,0,europe,23
329,Sivas,yes,3,3,3,livestock,no,no,no,na,0,europe,11
330,Trebizond,yes,4,4,4,naval_supplies,no,yes,no,1,0,europe,22
331,Erzurum,yes,4,4,4,livestock,no,no,no,na,0,europe,14
332,Marash,yes,2,2,2,wool,no,no,no,na,0,europe,8
333,The Baleares,yes,2,2,1,sugar,no,no,no,na,0,europe,9
334,Tangiers,yes,3,3,1,cloth,no,yes,no,2,0,africa,25
335,Mellila,yes,3,3,1,fish,no,no,no,na,0,africa,9
336,Tlemcen,yes,5,5,3,cloth,no,yes,no,2,0,africa,31
337,Oran,yes,3,3,1,cloth,no,no,no,na,0,africa,12
338,Al-Djazair,yes,5,5,3,grain,no,yes,no,1,0,africa,24
339,Bejaia,yes,3,3,2,iron,no,no,no,na,0,africa,12
340,Constantine,yes,3,3,2,grain,no,no,no,na,0,africa,11
341,Tunis,yes,6,6,2,cloth,no,no,no,2,0,africa,29
342,Toubkhal,yes,4,4,2,grain,no,no,no,1,0,africa,18
343,Fez,yes,5,5,3,cloth,no,yes,no,na,0,africa,21
344,Marrakech,yes,5,5,2,sugar,no,yes,no,na,0,africa,19
345,Safi,yes,1,1,1,sugar,no,no,no,na,0,africa,7
346,Figuig,yes,4,4,2,gold,no,no,no,2,0,africa,30
347,Ifni,yes,1,1,1,fish,no,no,no,na,0,africa,5
348,Sus,yes,5,5,2,sugar,no,no,no,na,0,africa,16
349,Atlas,yes,2,2,1,livestock,no,no,no,na,0,africa,7
350,Aures,yes,1,1,1,livestock,no,no,no,na,0,africa,5
351,Biskra,yes,1,1,1,wool,no,no,no,na,0,africa,5
352,Gafsa,yes,2,2,1,salt,no,no,no,na,0,africa,9
353,Gabes,yes,1,1,1,grain,no,no,no,na,0,africa,6
354,Tripolitania,yes,2,2,1,cloth,no,no,no,2,0,africa,20
355,Sirt,yes,1,1,1,fish,no,no,no,na,0,africa,5
356,Benghazi,yes,2,2,2,livestock,no,no,no,1,0,africa,13
357,Darnah,yes,1,1,1,livestock,no,no,no,na,0,africa,5
358,Alexandria,yes,5,5,3,spices,no,yes,no,1,0,africa,25
359,Faiyum,yes,5,5,2,cotton,no,no,no,na,0,africa,17
360,Qena,yes,1,1,1,livestock,no,no,no,na,0,africa,5
361,Cairo,yes,9,9,6,cloth,no,yes,no,2,2,africa,92
362,Rosetta,yes,4,4,2,grain,no,no,yes,1,0,africa,31
363,Damietta,yes,4,4,2,grain,no,no,yes,na,0,africa,26
364,Gaza,yes,3,3,2,salt,no,no,no,na,0,asia,12
365,Sinai,yes,1,1,1,gems,no,no,no,na,0,africa,8
366,The Canarias,yes,3,3,1,sugar,no,no,no,na,0,europe,11
367,The Azores,yes,3,3,1,fish,no,no,no,na,0,europe,9
368,Madeira,yes,4,4,1,sugar,no,no,no,na,0,europe,13
369,Orkney,yes,1,1,1,fish,no,no,no,na,0,europe,5
370,Reykjavik,yes,1,1,1,fish,no,no,no,na,0,europe,5
371,Akureyri,yes,1,1,1,fish,no,no,no,na,0,europe,5
372,Tyrone,yes,3,3,2,wool,no,no,no,na,0,europe,10
373,Meath,yes,3,3,2,livestock,no,no,no,na,0,europe,10
374,Leinster,yes,2,2,2,livestock,no,no,no,na,0,europe,8
375,Munster,yes,3,3,2,fish,no,no,no,na,0,europe,10
376,Connaught,yes,2,2,2,livestock,no,no,no,na,0,europe,8
377,Aleppo,yes,9,9,4,silk,no,yes,no,2,1,asia,65
378,Tripoli,yes,6,6,4,grain,no,no,no,1,0,asia,24
379,Jerusalem,yes,5,5,3,grain,no,no,no,na,1,asia,41
380,Al Karak,yes,1,1,1,grain,no,yes,no,na,0,asia,9
381,Ajlun,yes,2,2,2,grain,no,no,no,na,0,asia,9
382,Damascus,yes,7,7,6,iron,no,yes,no,2,0,asia,37
383,Tabuk,yes,2,2,1,livestock,no,yes,no,na,0,asia,10
384,Medina,yes,3,3,3,cloth,no,no,no,na,0,asia,14
385,Mecca,yes,4,4,4,incense,no,yes,no,na,1,asia,43
386,Asir,yes,2,2,2,coffee,no,no,no,na,0,asia,10
387,Mokha,yes,3,3,2,coffee,no,no,no,na,0,asia,12
388,Aden,yes,4,4,3,incense,no,no,no,2,0,asia,24
389,Mukalla,yes,1,2,2,incense,no,no,no,na,0,asia,8
390,Sanaa,yes,4,3,4,wool,no,yes,no,na,1,asia,41
391,Najran,yes,2,2,2,cloth,no,yes,no,na,0,asia,14
392,Al-Arid,yes,1,1,1,livestock,no,no,no,na,0,asia,5
393,Jabal Shammar,yes,1,1,1,grain,no,no,no,1,0,asia,11
394,El Catif,yes,1,1,1,fish,no,yes,no,1,0,asia,13
395,Qatar,yes,2,2,1,gems,no,no,no,na,0,asia,10
396,Bahrain,yes,1,1,2,gems,no,no,no,na,0,asia,9
